,Crime_ID,Theft_Type
6190,10457,Theft of Vehicle
6192,10462,Theft of Bicycle
6193,10464,Theft from Vehicle
6194,10465,Theft from Vehicle
6195,10467,Theft of Bicycle
6197,10469,Theft of Vehicle
6198,10471,Theft from Vehicle
6199,10474,Theft of Bicycle
6201,10477,Theft from Vehicle
6202,10478,Theft from Vehicle
6203,10480,Theft of Bicycle
6204,10481,Theft from Vehicle
6205,10482,Theft from Vehicle
6207,10484,Theft from Vehicle
6209,10486,Theft from Vehicle
6210,10487,Theft of Vehicle
6212,10489,Theft from Vehicle
6215,10495,Theft from Vehicle
6216,10496,Theft from Vehicle
6217,10498,Theft of Bicycle
6219,10501,Theft from Vehicle
6220,10502,Theft from Vehicle
6221,10504,Theft from Vehicle
6222,10505,Theft from Vehicle
6223,10507,Theft from Vehicle
6224,10509,Theft of Vehicle
6225,10510,Theft of Bicycle
6226,10512,Theft from Vehicle
6227,10518,Theft from Vehicle
6228,10520,Theft from Vehicle
6231,10524,Theft from Vehicle
6232,10526,Theft from Vehicle
6235,10539,Theft of Vehicle
6236,10540,Theft of Vehicle
6238,10545,Theft of Vehicle
6240,10549,Theft from Vehicle
6241,10551,Theft of Vehicle
6243,10555,Theft from Vehicle
6245,10557,Theft from Vehicle
6246,10558,Theft from Vehicle
6247,10559,Theft from Vehicle
6248,10560,Theft of Vehicle
6249,10563,Theft of Vehicle
6250,10564,Theft from Vehicle
6251,10565,Theft of Vehicle
6254,10569,Theft from Vehicle
6255,10571,Theft from Vehicle
6256,10572,Theft of Bicycle
6257,10573,Theft of Vehicle
6258,10574,Theft of Vehicle
6259,10577,Other Theft
6260,10578,Other Theft
6262,10583,Theft from Vehicle
6267,10590,Theft from Vehicle
6268,10591,Theft from Vehicle
6269,10599,Theft from Vehicle
6270,10601,Theft of Vehicle
6272,10606,Theft of Vehicle
6273,10607,Theft of Bicycle
6274,10609,Theft from Vehicle
6275,10611,Theft from Vehicle
6276,10612,Theft of Bicycle
6277,10614,Theft from Vehicle
6278,10615,Theft of Bicycle
6279,10616,Theft of Bicycle
6280,10621,Theft from Vehicle
6281,10622,Theft from Vehicle
6282,10624,Theft from Vehicle
6283,10625,Theft of Bicycle
6284,10626,Theft of Vehicle
6285,10628,Theft from Vehicle
6286,10629,Theft of Vehicle
6287,10642,Theft from Vehicle
6289,10645,Theft from Vehicle
6291,10650,Theft of Bicycle
6293,10654,Theft from Vehicle
6294,10655,Theft of Vehicle
6296,10670,Theft from Vehicle
6297,10671,Theft from Vehicle
6299,10673,Theft from Vehicle
6301,10677,Theft of Vehicle
6302,10678,Theft of Bicycle
6303,10681,Theft from Vehicle
6306,10684,Theft from Vehicle
6307,10692,Theft of Vehicle
6308,10696,Theft from Vehicle
6310,10701,Theft of Vehicle
6311,10703,Theft from Vehicle
6312,10704,Theft from Vehicle
6313,10705,Theft of Bicycle
6314,10709,Other Theft
6316,10713,Theft of Bicycle
6317,10715,Theft of Bicycle
6320,10718,Theft from Vehicle
6321,10721,Other Theft
6322,10722,Other Theft
6323,10725,Theft of Vehicle
6324,10729,Theft from Vehicle
6325,10732,Other Theft
6326,10733,Theft from Vehicle
6328,10736,Theft of Bicycle
6332,10740,Theft from Vehicle
6333,10742,Theft of Bicycle
6335,10744,Theft from Vehicle
6336,10745,Theft from Vehicle
6337,10746,Theft of Bicycle
6338,10747,Theft from Vehicle
6339,10749,Theft from Vehicle
6341,10755,Theft of Bicycle
6342,10757,Theft of Bicycle
6343,10758,Theft of Bicycle
6344,10759,Theft of Bicycle
6345,10763,Theft from Vehicle
6346,10765,Theft of Bicycle
6347,10766,Theft of Vehicle
6348,10767,Theft from Vehicle
6349,10769,Other Theft
6350,10773,Theft from Vehicle
6351,10774,Theft from Vehicle
6352,10775,Theft from Vehicle
6353,10776,Theft of Bicycle
6357,10782,Theft of Bicycle
6360,10786,Theft from Vehicle
6361,10788,Theft of Bicycle
6362,10789,Theft of Bicycle
6363,10790,Theft of Bicycle
6366,10801,Theft from Vehicle
6367,10805,Theft from Vehicle
6372,10814,Theft from Vehicle
6381,10826,Theft of Vehicle
6382,10827,Theft of Vehicle
6383,10828,Theft of Vehicle
6387,10833,Theft of Bicycle
6389,10837,Theft from Vehicle
6393,10844,Theft from Vehicle
6394,10847,Theft from Vehicle
6395,10849,Theft from Vehicle
6396,10850,Theft from Vehicle
6399,10854,Theft of Bicycle
6402,10857,Theft from Vehicle
6405,10869,Theft from Vehicle
6407,10872,Theft from Vehicle
6410,10876,Theft from Vehicle
6411,10877,Theft from Vehicle
6416,10884,Theft from Vehicle
6417,10885,Theft from Vehicle
6419,10889,Theft from Vehicle
6420,10890,Theft from Vehicle
6423,10897,Theft from Vehicle
6425,10902,Other Theft
6439,10931,Theft of Vehicle
6440,10932,Theft from Vehicle
6441,10933,Theft of Vehicle
6442,10934,Theft of Vehicle
6444,10936,Theft from Vehicle
6445,10937,Theft of Vehicle
6447,10943,Theft of Vehicle
6448,10945,Theft from Vehicle
6453,10954,Theft from Vehicle
6455,10956,Theft from Vehicle
6456,10957,Theft from Vehicle
6457,10959,Theft from Vehicle
6458,10961,Theft from Vehicle
6459,10962,Theft of Vehicle
6460,10964,Theft of Bicycle
6461,10965,Theft of Vehicle
6462,10967,Theft from Vehicle
6463,10968,Theft from Vehicle
6464,10970,Theft of Vehicle
6466,10974,Theft from Vehicle
6467,10977,Theft of Vehicle
6472,10984,Theft from Vehicle
6474,10987,Theft from Vehicle
6475,10988,Theft from Vehicle
6476,10990,Theft of Bicycle
6478,10992,Theft of Bicycle
6479,10993,Other Theft
6480,10994,Theft from Vehicle
6481,10995,Other Theft
6482,10996,Theft from Vehicle
6483,10997,Theft of Vehicle
6484,10998,Other Theft
6485,10999,Theft of Vehicle
6490,11007,Theft of Vehicle
6491,11009,Theft of Vehicle
6493,11011,Theft from Vehicle
6495,11014,Theft of Vehicle
6497,11018,Theft of Vehicle
6498,11021,Other Theft
6499,11022,Theft of Vehicle
6500,11023,Theft from Vehicle
6501,11024,Theft of Vehicle
6502,11025,Theft of Vehicle
6503,11029,Theft of Vehicle
6504,11031,Other Theft
6505,11032,Theft from Vehicle
6506,11033,Theft from Vehicle
6510,11039,Theft of Vehicle
6511,11040,Theft from Vehicle
6512,11042,Theft from Vehicle
6513,11043,Theft from Vehicle
6514,11044,Theft from Vehicle
6517,11048,Theft from Vehicle
6518,11049,Theft from Vehicle
6520,11052,Theft of Vehicle
6521,11054,Other Theft
6523,11056,Theft from Vehicle
6529,11068,Theft from Vehicle
6530,11069,Other Theft
6534,11076,Theft from Vehicle
6538,11080,Theft of Vehicle
6539,11081,Theft of Bicycle
6540,11082,Other Theft
6542,11084,Theft of Vehicle
6544,11086,Theft of Vehicle
6545,11087,Theft of Bicycle
6546,11088,Theft of Bicycle
6547,11089,Other Theft
6548,11091,Theft from Vehicle
6550,11093,Theft from Vehicle
6553,11101,Theft of Vehicle
6556,11106,Theft from Vehicle
6557,11107,Theft from Vehicle
6559,11109,Other Theft
6560,11110,Theft of Vehicle
6567,11119,Theft from Vehicle
6568,11120,Theft of Vehicle
6569,11121,Theft from Vehicle
6572,11136,Theft from Vehicle
6573,11138,Theft of Vehicle
6574,11139,Theft from Vehicle
6577,11145,Theft of Vehicle
6583,11151,Theft from Vehicle
6585,11153,Theft from Vehicle
6587,11155,Theft from Vehicle
6588,11156,Theft from Vehicle
6589,11159,Other Theft
6590,11163,Theft from Vehicle
6592,11166,Theft of Bicycle
6593,11167,Theft from Vehicle
6594,11168,Theft of Bicycle
6595,11169,Theft of Vehicle
6597,11171,Theft of Bicycle
6598,11172,Other Theft
6599,11173,Other Theft
6602,11184,Theft of Bicycle
6604,11189,Theft from Vehicle
6605,11190,Theft of Vehicle
6606,11191,Theft of Bicycle
6607,11193,Theft from Vehicle
6609,11196,Theft of Bicycle
6610,11197,Theft of Vehicle
6611,11198,Theft of Bicycle
6614,11203,Theft from Vehicle
6616,11205,Theft of Bicycle
6617,11206,Theft from Vehicle
6619,11208,Theft from Vehicle
6620,11212,Theft of Vehicle
6621,11213,Theft from Vehicle
6622,11214,Theft of Bicycle
6624,11217,Theft of Bicycle
6625,11218,Theft of Bicycle
6626,11220,Theft of Bicycle
6627,11222,Theft of Vehicle
6628,11224,Theft of Vehicle
6629,11225,Theft from Vehicle
6630,11226,Theft of Vehicle
6631,11227,Theft from Vehicle
6632,11228,Theft from Vehicle
6633,11229,Theft from Vehicle
6634,11230,Theft from Vehicle
6635,11231,Theft from Vehicle
6636,11236,Theft of Vehicle
6637,11237,Theft of Vehicle
6639,11240,Theft of Vehicle
6640,11242,Theft from Vehicle
6641,11247,Theft of Vehicle
6643,11249,Theft from Vehicle
6645,11252,Theft of Bicycle
6646,11257,Theft from Vehicle
6647,11258,Theft from Vehicle
6648,11260,Theft of Bicycle
6650,11266,Theft from Vehicle
6651,11267,Theft of Bicycle
6652,11270,Theft of Vehicle
6653,11271,Theft of Vehicle
6654,11272,Theft from Vehicle
6656,11275,Theft of Vehicle
6657,11276,Theft of Vehicle
6659,11279,Theft from Vehicle
6661,11282,Theft from Vehicle
6662,11283,Theft from Vehicle
6663,11284,Theft from Vehicle
6665,11287,Theft from Vehicle
6668,11290,Theft from Vehicle
6669,11291,Theft from Vehicle
6671,11293,Theft from Vehicle
6672,11294,Theft from Vehicle
6673,11295,Theft from Vehicle
6677,11300,Theft from Vehicle
6678,11303,Theft from Vehicle
6679,11304,Theft from Vehicle
6680,11306,Theft from Vehicle
6682,11309,Theft from Vehicle
6683,11316,Theft from Vehicle
6686,11326,Theft from Vehicle
6687,11327,Theft of Bicycle
6688,11328,Theft of Vehicle
6689,11337,Theft of Bicycle
6691,11341,Theft from Vehicle
6692,11342,Theft from Vehicle
6693,11345,Theft from Vehicle
6694,11349,Theft of Vehicle
6695,11350,Theft of Vehicle
6696,11351,Theft of Vehicle
6698,11357,Theft from Vehicle
6699,11363,Theft from Vehicle
6700,11366,Theft from Vehicle
6702,11369,Theft of Bicycle
6703,11371,Theft of Bicycle
6705,11374,Theft from Vehicle
6706,11375,Theft of Bicycle
6708,11380,Theft of Vehicle
6709,11382,Theft of Bicycle
6710,11384,Theft of Bicycle
6711,11385,Theft from Vehicle
6712,11387,Theft of Bicycle
6713,11389,Theft from Vehicle
6714,11391,Theft from Vehicle
6716,11395,Theft of Bicycle
6718,11400,Theft from Vehicle
6720,11408,Theft of Vehicle
6722,11411,Theft from Vehicle
6724,11413,Theft of Vehicle
6725,11414,Theft from Vehicle
6726,11416,Theft of Bicycle
6727,11418,Theft from Vehicle
6728,11419,Other Theft
6729,11421,Theft from Vehicle
6730,11423,Theft from Vehicle
6731,11424,Theft from Vehicle
6732,11425,Theft from Vehicle
6733,11426,Theft of Vehicle
6734,11427,Theft of Vehicle
6735,11429,Theft of Vehicle
6736,11430,Theft of Vehicle
6737,11431,Theft of Vehicle
6738,11432,Theft from Vehicle
6739,11434,Theft from Vehicle
6740,11436,Theft of Bicycle
6742,11438,Theft from Vehicle
6743,11443,Theft from Vehicle
6744,11444,Theft of Vehicle
6745,11445,Theft from Vehicle
6746,11446,Theft of Vehicle
6747,11447,Theft of Bicycle
6748,11448,Theft from Vehicle
6749,11449,Theft of Bicycle
6750,11450,Theft of Vehicle
6751,11452,Theft of Vehicle
6752,11453,Theft of Bicycle
6753,11454,Theft from Vehicle
6754,11455,Theft of Bicycle
6755,11456,Theft of Bicycle
6756,11459,Theft of Vehicle
6757,11460,Theft from Vehicle
6758,11461,Theft from Vehicle
6759,11463,Theft of Bicycle
6761,11468,Theft of Vehicle
6762,11469,Theft from Vehicle
6763,11471,Theft of Bicycle
6764,11472,Theft of Bicycle
6765,11476,Theft from Vehicle
6766,11477,Theft of Bicycle
6767,11478,Theft from Vehicle
6768,11479,Other Theft
6772,11483,Other Theft
6773,11487,Theft of Bicycle
6774,11488,Theft from Vehicle
6775,11490,Theft of Bicycle
6776,11492,Theft from Vehicle
6777,11493,Theft of Vehicle
6778,11494,Theft from Vehicle
6781,11502,Theft from Vehicle
6782,11504,Theft from Vehicle
6784,11507,Theft from Vehicle
6785,11509,Theft from Vehicle
6786,11510,Theft of Vehicle
6789,11513,Theft from Vehicle
6792,11516,Theft of Vehicle
6793,11517,Theft of Vehicle
6794,11518,Theft of Bicycle
6795,11523,Theft of Bicycle
6796,11525,Theft from Vehicle
6800,11529,Theft from Vehicle
6801,11530,Theft of Bicycle
6802,11531,Theft of Bicycle
6803,11532,Theft from Vehicle
6804,11534,Theft of Vehicle
6805,11535,Other Theft
6806,11537,Theft from Vehicle
6807,11538,Theft from Vehicle
6808,11540,Theft from Vehicle
6809,11541,Theft from Vehicle
6810,11549,Theft from Vehicle
6811,11550,Other Theft
6812,11554,Theft from Vehicle
6813,11556,Theft from Vehicle
6814,11557,Theft from Vehicle
6815,11558,Other Theft
6816,11559,Theft from Vehicle
6818,11561,Theft of Bicycle
6822,11566,Theft of Vehicle
6823,11567,Theft of Bicycle
6824,11572,Theft from Vehicle
6825,11574,Theft from Vehicle
6826,11576,Theft from Vehicle
6827,11578,Theft of Vehicle
6828,11582,Theft of Vehicle
6832,11586,Theft from Vehicle
6834,11590,Theft from Vehicle
6835,11591,Theft of Vehicle
6836,11593,Theft of Vehicle
6837,11594,Theft of Vehicle
6838,11595,Theft from Vehicle
6839,11596,Theft from Vehicle
6841,11599,Theft of Vehicle
6842,11601,Theft of Vehicle
6843,11602,Theft of Vehicle
6846,11612,Theft from Vehicle
6847,11613,Theft of Bicycle
6849,11618,Theft from Vehicle
6850,11620,Theft from Vehicle
6851,11621,Theft of Vehicle
6852,11622,Theft of Vehicle
6853,11623,Theft from Vehicle
6856,11626,Theft from Vehicle
6859,11630,Theft from Vehicle
6861,11635,Theft from Vehicle
6862,11636,Theft from Vehicle
6864,11639,Theft from Vehicle
6865,11640,Theft from Vehicle
6866,11641,Theft from Vehicle
6868,11643,Theft of Vehicle
6871,11650,Theft of Vehicle
6872,11651,Theft of Vehicle
6876,11657,Theft of Vehicle
6877,11660,Theft of Vehicle
6878,11664,Theft of Vehicle
6879,11666,Theft of Vehicle
6881,11668,Theft of Vehicle
6883,11673,Theft from Vehicle
6884,11674,Theft from Vehicle
6887,11683,Theft from Vehicle
6889,11685,Theft from Vehicle
6890,11686,Theft from Vehicle
6892,11690,Theft of Vehicle
6893,11691,Theft from Vehicle
6894,11692,Theft from Vehicle
6895,11693,Theft of Vehicle
6899,11700,Theft from Vehicle
6905,11708,Theft of Bicycle
6906,11709,Other Theft
6908,11711,Other Theft
6909,11712,Theft from Vehicle
6913,11719,Theft from Vehicle
6914,11720,Theft of Bicycle
6915,11721,Theft of Bicycle
6916,11729,Theft from Vehicle
6917,11730,Other Theft
6918,11731,Other Theft
6920,11733,Theft from Vehicle
6922,11735,Theft from Vehicle
6923,11737,Theft from Vehicle
6924,11738,Theft of Vehicle
6925,11739,Other Theft
6927,11741,Theft of Bicycle
6928,11742,Theft from Vehicle
6929,11745,Theft of Bicycle
6930,11746,Theft of Vehicle
6931,11749,Theft from Vehicle
6932,11750,Theft from Vehicle
6934,11754,Theft from Vehicle
6935,11755,Theft of Bicycle
6937,11757,Theft of Vehicle
6938,11758,Theft from Vehicle
6941,11765,Other Theft
6942,11766,Theft of Vehicle
6943,11767,Theft from Vehicle
6945,11770,Theft from Vehicle
6946,11778,Theft from Vehicle
6947,11779,Theft of Vehicle
6949,11784,Theft from Vehicle
6951,11787,Theft from Vehicle
6953,11790,Theft from Vehicle
6954,11794,Theft from Vehicle
6955,11799,Theft from Vehicle
6956,11800,Theft from Vehicle
6959,11804,Theft of Bicycle
6960,11807,Theft from Vehicle
6962,11812,Theft from Vehicle
6963,11815,Theft from Vehicle
6965,11823,Theft from Vehicle
6967,11825,Theft from Vehicle
6969,11829,Theft from Vehicle
6972,11832,Theft from Vehicle
6973,11833,Theft from Vehicle
6974,11834,Theft from Vehicle
6979,11843,Theft from Vehicle
6980,11844,Theft from Vehicle
6982,11847,Theft from Vehicle
6990,11867,Theft from Vehicle
6991,11868,Theft from Vehicle
6998,11881,Theft of Vehicle
6999,11882,Theft of Vehicle
7001,11884,Theft from Vehicle
7002,11885,Other Theft
7008,11897,Theft of Vehicle
7010,11900,Theft from Vehicle
7011,11901,Theft of Vehicle
7013,11906,Theft from Vehicle
7014,11907,Theft from Vehicle
7015,11909,Theft from Vehicle
7016,11910,Theft of Vehicle
7017,11912,Theft from Vehicle
7019,11914,Theft from Vehicle
7020,11915,Theft from Vehicle
7025,11923,Theft from Vehicle
7026,11925,Theft of Vehicle
7028,11927,Theft from Vehicle
7029,11928,Theft from Vehicle
7032,11933,Theft from Vehicle
7035,11936,Theft of Vehicle
7036,11937,Theft of Bicycle
7037,11938,Theft of Vehicle
7041,11943,Theft of Vehicle
7044,11946,Theft from Vehicle
7046,11950,Theft of Vehicle
7050,11961,Theft of Bicycle
7052,11963,Theft of Vehicle
7053,11965,Theft from Vehicle
7054,11966,Theft of Vehicle
7057,11970,Theft of Vehicle
7059,11974,Theft from Vehicle
7060,11975,Theft from Vehicle
7062,11978,Theft of Bicycle
7066,11986,Theft of Bicycle
7067,11987,Theft of Vehicle
7072,11995,Theft from Vehicle
7073,11997,Theft of Vehicle
7075,12000,Theft of Vehicle
7076,12001,Theft of Vehicle
7078,12003,Theft from Vehicle
7079,12004,Theft of Vehicle
7080,12005,Theft of Vehicle
7081,12006,Theft of Vehicle
7090,12017,Theft from Vehicle
7091,12020,Theft from Vehicle
7093,12022,Theft of Bicycle
7094,12023,Theft of Vehicle
7096,12025,Theft of Bicycle
7099,12030,Theft from Vehicle
7100,12031,Theft of Bicycle
7102,12033,Theft of Bicycle
7103,12035,Theft of Vehicle
7105,12041,Theft from Vehicle
7106,12042,Theft from Vehicle
7107,12043,Theft of Vehicle
7108,12044,Theft of Vehicle
7109,12045,Theft of Vehicle
7110,12046,Theft of Vehicle
7111,12047,Theft of Vehicle
7114,12054,Theft from Vehicle
7115,12055,Theft from Vehicle
7116,12056,Theft from Vehicle
7117,12057,Theft from Vehicle
7119,12060,Theft of Vehicle
7120,12061,Theft from Vehicle
7121,12062,Theft of Vehicle
7123,12066,Theft from Vehicle
7124,12070,Theft from Vehicle
7125,12071,Theft from Vehicle
7130,12079,Theft from Vehicle
7134,12086,Theft from Vehicle
7135,12088,Theft from Vehicle
7137,12090,Theft from Vehicle
7138,12091,Theft of Bicycle
7140,12095,Other Theft
7141,12096,Theft from Vehicle
7143,12098,Theft of Bicycle
7145,12100,Theft of Vehicle
7147,12102,Theft from Vehicle
7148,12103,Theft of Vehicle
7150,12111,Theft of Vehicle
7151,12114,Theft of Vehicle
7152,12115,Theft from Vehicle
7153,12116,Theft of Bicycle
7155,12119,Theft of Vehicle
7156,12120,Theft of Vehicle
7158,12125,Theft from Vehicle
7159,12126,Theft of Vehicle
7160,12128,Theft of Vehicle
7161,12129,Theft of Vehicle
7162,12131,Theft from Vehicle
7163,12132,Theft of Vehicle
7164,12133,Theft from Vehicle
7165,12134,Theft of Vehicle
7166,12135,Theft from Vehicle
7167,12136,Theft from Vehicle
7168,12137,Theft from Vehicle
7171,12140,Theft of Bicycle
7173,12144,Theft of Bicycle
7174,12147,Theft from Vehicle
7175,12148,Theft from Vehicle
7176,12149,Theft from Vehicle
7177,12151,Theft of Bicycle
7179,12156,Theft from Vehicle
7180,12157,Theft of Bicycle
7181,12158,Theft from Vehicle
7182,12159,Theft of Vehicle
7183,12161,Theft of Vehicle
7185,12164,Theft from Vehicle
7186,12165,Theft of Vehicle
7187,12166,Theft of Vehicle
7189,12169,Theft of Vehicle
7191,12174,Theft from Vehicle
7192,12175,Other Theft
7193,12176,Theft from Vehicle
7194,12177,Theft from Vehicle
7195,12178,Theft from Vehicle
7196,12179,Theft from Vehicle
7197,12180,Theft of Vehicle
7198,12182,Theft from Vehicle
7199,12188,Theft of Vehicle
7200,12190,Theft from Vehicle
7201,12191,Theft from Vehicle
7202,12192,Theft from Vehicle
7203,12195,Theft from Vehicle
7204,12196,Theft from Vehicle
7205,12197,Theft from Vehicle
7206,12198,Theft from Vehicle
7207,12199,Theft of Bicycle
7208,12201,Theft from Vehicle
7210,12206,Theft from Vehicle
7211,12209,Theft from Vehicle
7213,12215,Theft from Vehicle
7214,12216,Theft from Vehicle
7215,12218,Theft from Vehicle
7216,12219,Theft from Vehicle
7219,12224,Theft from Vehicle
7220,12226,Theft of Vehicle
7222,12229,Theft from Vehicle
7224,12231,Theft from Vehicle
7225,12233,Theft of Vehicle
7226,12236,Theft from Vehicle
7227,12237,Theft from Vehicle
7228,12240,Other Theft
7229,12244,Theft from Vehicle
7230,12246,Theft from Vehicle
7231,12247,Theft from Vehicle
7232,12249,Theft from Vehicle
7233,12250,Theft from Vehicle
7235,12254,Other Theft
7237,12256,Theft of Vehicle
7238,12257,Theft from Vehicle
7239,12258,Theft of Bicycle
7240,12261,Theft from Vehicle
7243,12271,Theft of Vehicle
7246,12276,Theft from Vehicle
7247,12277,Theft from Vehicle
7248,12278,Theft of Bicycle
7249,12279,Theft of Bicycle
7250,12280,Theft of Bicycle
7251,12281,Theft from Vehicle
7252,12282,Theft of Bicycle
7254,12284,Theft from Vehicle
7256,12289,Other Theft
7258,12292,Theft from Vehicle
7259,12293,Theft from Vehicle
7260,12294,Theft from Vehicle
7261,12296,Theft of Bicycle
7262,12297,Theft from Vehicle
7263,12298,Theft from Vehicle
7265,12302,Theft from Vehicle
7266,12304,Theft from Vehicle
7267,12307,Theft from Vehicle
7269,12310,Theft of Bicycle
7270,12311,Theft from Vehicle
7271,12312,Theft from Vehicle
7272,12313,Theft from Vehicle
7273,12314,Theft from Vehicle
7274,12315,Theft from Vehicle
7275,12317,Theft from Vehicle
7276,12318,Theft of Vehicle
7277,12319,Theft from Vehicle
7278,12320,Theft of Vehicle
7279,12322,Theft from Vehicle
