,Crime_ID,Theft_Type
15809,26366,Theft from Vehicle
15810,26369,Theft from Vehicle
15811,26371,Theft from Vehicle
15812,26372,Theft from Vehicle
15814,26377,Theft from Vehicle
15815,26381,Theft from Vehicle
15816,26382,Theft from Vehicle
15819,26386,Theft from Vehicle
15821,26388,Theft from Vehicle
15822,26389,Theft from Vehicle
15827,26394,Theft from Vehicle
15833,26407,Theft from Vehicle
15837,26415,Theft from Vehicle
15838,26419,Theft from Vehicle
15840,26422,Theft from Vehicle
15843,26425,Other Theft
15844,26427,Theft from Vehicle
15845,26428,Theft from Vehicle
15847,26432,Theft from Vehicle
15848,26434,Theft from Vehicle
15850,26436,Theft from Vehicle
15851,26437,Theft from Vehicle
15852,26438,Theft from Vehicle
15854,26441,Theft from Vehicle
15855,26447,Theft from Vehicle
15856,26448,Theft from Vehicle
15857,26450,Theft from Vehicle
15861,26459,Theft from Vehicle
15863,26461,Theft from Vehicle
15865,26463,Theft from Vehicle
15866,26464,Theft from Vehicle
15869,26468,Theft from Vehicle
15874,26474,Theft from Vehicle
15875,26475,Theft from Vehicle
15878,26478,Theft from Vehicle
15883,26487,Theft from Vehicle
15884,26488,Theft from Vehicle
15885,26489,Theft from Vehicle
15886,26490,Theft from Vehicle
15887,26491,Theft from Vehicle
15888,26492,Theft from Vehicle
15889,26493,Theft from Vehicle
15890,26498,Theft from Vehicle
15892,26503,Theft from Vehicle
15896,26509,Theft from Vehicle
15900,26521,Theft from Vehicle
15901,26525,Theft from Vehicle
15902,26526,Theft from Vehicle
15903,26528,Theft from Vehicle
15904,26529,Theft from Vehicle
15905,26530,Theft from Vehicle
15911,26537,Theft from Vehicle
15915,26544,Theft from Vehicle
15916,26545,Theft from Vehicle
15918,26547,Theft from Vehicle
15920,26555,Theft from Vehicle
15921,26558,Theft from Vehicle
15922,26562,Theft from Vehicle
15923,26563,Theft from Vehicle
15924,26569,Theft from Vehicle
15925,26570,Theft from Vehicle
15926,26572,Theft from Vehicle
15927,26573,Theft from Vehicle
15930,26577,Theft from Vehicle
15931,26578,Theft from Vehicle
15932,26580,Theft from Vehicle
15933,26581,Theft from Vehicle
15934,26582,Theft from Vehicle
15935,26584,Other Theft
15936,26587,Theft from Vehicle
15937,26590,Theft from Vehicle
15938,26593,Theft from Vehicle
15939,26596,Theft from Vehicle
15940,26597,Theft from Vehicle
15941,26598,Other Theft
15942,26599,Theft from Vehicle
15943,26600,Other Theft
15944,26602,Other Theft
15946,26605,Other Theft
15948,26608,Theft from Vehicle
15949,26610,Theft from Vehicle
15950,26611,Theft from Vehicle
15951,26612,Theft from Vehicle
15952,26614,Theft from Vehicle
15953,26615,Theft from Vehicle
15954,26616,Theft from Vehicle
15955,26617,Theft from Vehicle
15956,26619,Theft from Vehicle
15959,26624,Other Theft
15960,26625,Other Theft
15961,26630,Theft from Vehicle
15962,26631,Theft from Vehicle
15965,26634,Theft from Vehicle
15966,26635,Other Theft
15967,26637,Theft from Vehicle
15969,26642,Theft from Vehicle
15971,26644,Theft from Vehicle
15974,26649,Theft from Vehicle
15975,26650,Theft from Vehicle
15977,26653,Other Theft
15980,26659,Other Theft
15981,26660,Theft from Vehicle
15983,26662,Theft from Vehicle
15984,26663,Other Theft
15986,26667,Theft from Vehicle
15987,26668,Theft from Vehicle
15988,26669,Theft from Vehicle
15989,26672,Theft from Vehicle
15990,26677,Other Theft
15991,26678,Other Theft
15992,26680,Other Theft
15993,26682,Other Theft
15994,26683,Other Theft
15995,26684,Other Theft
15996,26685,Theft from Vehicle
15997,26689,Theft from Vehicle
15998,26691,Theft from Vehicle
15999,26692,Theft from Vehicle
16000,26693,Theft from Vehicle
16001,26694,Theft from Vehicle
16002,26695,Other Theft
16003,26696,Theft from Vehicle
16004,26698,Theft from Vehicle
16005,26701,Theft from Vehicle
16006,26702,Theft from Vehicle
16007,26703,Theft from Vehicle
16008,26704,Theft from Vehicle
16009,26705,Theft from Vehicle
16010,26707,Theft from Vehicle
16011,26712,Theft from Vehicle
16012,26717,Theft from Vehicle
16013,26718,Theft from Vehicle
16015,26722,Theft from Vehicle
16016,26723,Theft from Vehicle
16017,26725,Theft from Vehicle
16018,26726,Theft from Vehicle
16019,26727,Theft from Vehicle
16020,26730,Theft from Vehicle
16021,26731,Theft from Vehicle
16023,26738,Theft from Vehicle
16024,26740,Theft from Vehicle
16025,26742,Theft from Vehicle
16026,26746,Theft from Vehicle
16029,26756,Theft from Vehicle
16030,26761,Theft from Vehicle
16031,26765,Theft from Vehicle
16032,26766,Theft from Vehicle
16033,26767,Theft from Vehicle
16034,26770,Theft from Vehicle
16035,26772,Theft from Vehicle
16036,26773,Theft from Vehicle
16039,26779,Theft from Vehicle
16040,26780,Theft from Vehicle
16043,26786,Theft from Vehicle
16044,26787,Theft from Vehicle
16045,26788,Theft from Vehicle
16046,26789,Theft from Vehicle
16047,26792,Theft from Vehicle
16048,26793,Theft from Vehicle
16049,26794,Theft from Vehicle
16050,26797,Theft from Vehicle
16051,26803,Theft from Vehicle
16052,26805,Theft from Vehicle
16057,26811,Theft from Vehicle
16062,26817,Theft from Vehicle
16063,26819,Theft from Vehicle
16064,26821,Theft from Vehicle
16066,26824,Theft from Vehicle
16069,26829,Theft from Vehicle
16070,26830,Theft from Vehicle
16071,26831,Other Theft
16074,26835,Theft from Vehicle
16079,26843,Theft from Vehicle
16080,26844,Theft from Vehicle
16084,26858,Theft from Vehicle
16085,26859,Theft from Vehicle
16086,26860,Other Theft
16087,26861,Other Theft
16088,26862,Other Theft
16089,26863,Other Theft
16090,26864,Other Theft
16091,26866,Other Theft
16092,26867,Other Theft
16093,26868,Other Theft
16094,26869,Other Theft
16095,26870,Other Theft
16097,26876,Other Theft
16098,26878,Other Theft
16099,26880,Theft from Vehicle
16100,26881,Other Theft
16101,26882,Other Theft
16102,26883,Theft from Vehicle
16103,26888,Theft from Vehicle
16104,26889,Other Theft
16106,26891,Theft from Vehicle
16107,26894,Theft from Vehicle
16109,26897,Theft from Vehicle
16110,26898,Theft from Vehicle
16111,26899,Theft from Vehicle
16114,26902,Theft from Vehicle
16115,26904,Theft from Vehicle
16116,26908,Theft from Vehicle
16117,26909,Theft from Vehicle
16119,26920,Theft from Vehicle
16122,26927,Theft from Vehicle
16123,26929,Theft from Vehicle
16125,26935,Theft from Vehicle
16127,26939,Theft from Vehicle
16128,26940,Theft from Vehicle
16129,26941,Theft from Vehicle
16133,26950,Theft from Vehicle
16139,26963,Theft from Vehicle
16140,26964,Theft from Vehicle
16141,26965,Theft from Vehicle
16142,26966,Theft from Vehicle
16149,26981,Theft from Vehicle
16150,26982,Theft from Vehicle
16151,26983,Theft from Vehicle
16152,26984,Theft from Vehicle
16153,26985,Theft from Vehicle
16154,26986,Theft from Vehicle
16155,26987,Theft from Vehicle
16156,26988,Theft from Vehicle
16158,26991,Theft from Vehicle
16159,26992,Theft from Vehicle
16161,27002,Theft from Vehicle
16162,27003,Theft from Vehicle
16163,27005,Theft from Vehicle
16164,27006,Theft from Vehicle
16165,27007,Other Theft
16166,27008,Other Theft
16167,27009,Theft from Vehicle
16168,27010,Theft from Vehicle
16169,27011,Theft from Vehicle
16170,27012,Theft from Vehicle
16171,27013,Theft from Vehicle
16172,27014,Theft from Vehicle
16173,27015,Theft from Vehicle
16175,27019,Theft from Vehicle
16177,27022,Theft from Vehicle
16178,27023,Theft from Vehicle
16179,27024,Theft from Vehicle
16183,27031,Theft from Vehicle
16184,27034,Theft from Vehicle
16185,27035,Theft from Vehicle
16186,27036,Theft from Vehicle
16187,27037,Theft from Vehicle
16188,27038,Theft from Vehicle
16189,27043,Theft from Vehicle
16190,27044,Theft from Vehicle
16191,27046,Theft from Vehicle
16192,27047,Theft from Vehicle
16193,27048,Theft from Vehicle
16194,27052,Theft from Vehicle
16195,27055,Theft from Vehicle
16196,27056,Theft from Vehicle
16197,27057,Theft from Vehicle
16198,27059,Theft from Vehicle
16199,27066,Theft from Vehicle
16200,27067,Theft from Vehicle
16201,27079,Theft from Vehicle
16206,27084,Theft from Vehicle
16207,27086,Theft from Vehicle
16209,27093,Theft from Vehicle
16210,27094,Theft from Vehicle
16222,27120,Theft from Vehicle
16224,27127,Theft from Vehicle
16227,27141,Theft from Vehicle
16230,27145,Theft from Vehicle
16231,27148,Theft from Vehicle
16232,27149,Theft from Vehicle
16233,27150,Theft from Vehicle
16234,27151,Theft from Vehicle
16235,27152,Theft from Vehicle
16236,27153,Theft from Vehicle
16239,27157,Theft from Vehicle
16240,27161,Other Theft
16242,27164,Other Theft
16243,27165,Other Theft
16246,27169,Theft from Vehicle
16247,27170,Theft from Vehicle
16248,27171,Theft from Vehicle
16249,27172,Theft from Vehicle
16251,27174,Theft from Vehicle
16253,27178,Theft from Vehicle
16254,27179,Theft from Vehicle
16256,27181,Theft from Vehicle
16258,27183,Theft from Vehicle
16260,27185,Theft from Vehicle
16261,27186,Theft from Vehicle
16262,27189,Theft from Vehicle
16264,27192,Theft from Vehicle
16265,27194,Theft from Vehicle
16266,27195,Theft from Vehicle
16267,27196,Theft from Vehicle
16268,27197,Theft from Vehicle
16269,27198,Theft from Vehicle
16270,27199,Theft from Vehicle
16271,27200,Theft from Vehicle
16272,27202,Theft from Vehicle
16274,27204,Theft from Vehicle
16275,27205,Theft from Vehicle
16276,27207,Theft from Vehicle
16277,27208,Theft from Vehicle
16278,27209,Theft from Vehicle
16279,27211,Theft from Vehicle
16280,27212,Theft from Vehicle
16281,27213,Theft from Vehicle
16283,27216,Theft from Vehicle
16284,27217,Theft from Vehicle
16285,27218,Theft from Vehicle
16286,27222,Theft from Vehicle
16287,27225,Other Theft
16288,27227,Theft from Vehicle
16289,27228,Theft from Vehicle
16292,27237,Theft from Vehicle
16293,27240,Theft from Vehicle
16294,27241,Theft from Vehicle
16295,27242,Theft from Vehicle
16296,27243,Theft from Vehicle
16297,27244,Theft from Vehicle
16298,27245,Theft from Vehicle
16300,27248,Theft from Vehicle
16301,27250,Theft from Vehicle
16302,27256,Theft from Vehicle
16306,27260,Theft from Vehicle
16307,27261,Theft from Vehicle
16308,27264,Theft from Vehicle
16310,27268,Theft from Vehicle
16312,27270,Theft from Vehicle
16314,27272,Theft from Vehicle
16317,27276,Theft from Vehicle
16320,27282,Theft from Vehicle
16323,27286,Theft from Vehicle
16324,27288,Theft from Vehicle
16325,27289,Theft from Vehicle
16326,27290,Theft from Vehicle
16327,27293,Theft from Vehicle
16329,27295,Theft from Vehicle
16342,27309,Theft from Vehicle
16343,27310,Theft from Vehicle
16344,27312,Theft from Vehicle
16345,27313,Theft from Vehicle
16347,27315,Theft from Vehicle
16348,27316,Theft from Vehicle
16349,27320,Theft from Vehicle
16350,27321,Theft from Vehicle
16352,27323,Theft from Vehicle
16353,27326,Theft from Vehicle
16354,27328,Theft from Vehicle
16355,27330,Theft from Vehicle
16356,27331,Theft from Vehicle
16357,27332,Theft from Vehicle
16359,27334,Theft from Vehicle
16360,27337,Theft from Vehicle
16361,27338,Theft from Vehicle
16362,27350,Theft from Vehicle
16364,27355,Theft from Vehicle
16365,27358,Theft from Vehicle
16366,27359,Theft from Vehicle
16367,27362,Theft from Vehicle
16368,27364,Theft from Vehicle
16369,27365,Theft from Vehicle
16370,27366,Theft from Vehicle
16371,27368,Other Theft
16372,27369,Theft from Vehicle
16373,27370,Theft from Vehicle
16374,27371,Theft from Vehicle
16375,27372,Theft from Vehicle
16376,27373,Theft from Vehicle
16377,27375,Theft from Vehicle
16378,27376,Theft from Vehicle
16379,27377,Theft from Vehicle
16380,27380,Theft from Vehicle
16381,27381,Theft from Vehicle
16382,27383,Theft from Vehicle
16383,27385,Theft from Vehicle
16384,27390,Theft from Vehicle
16385,27392,Theft from Vehicle
16386,27397,Theft from Vehicle
16387,27404,Theft from Vehicle
16388,27408,Theft from Vehicle
16389,27409,Theft from Vehicle
16390,27410,Theft from Vehicle
16392,27413,Theft from Vehicle
16393,27414,Theft from Vehicle
16394,27415,Theft from Vehicle
16395,27417,Theft from Vehicle
16396,27420,Theft from Vehicle
16398,27431,Theft from Vehicle
16399,27432,Theft from Vehicle
16401,27438,Other Theft
16404,27442,Theft from Vehicle
16405,27443,Theft from Vehicle
16406,27444,Theft from Vehicle
16407,27445,Theft from Vehicle
16408,27446,Theft from Vehicle
16409,27447,Theft from Vehicle
16410,27448,Theft from Vehicle
16411,27449,Theft from Vehicle
16413,27452,Theft from Vehicle
16414,27453,Theft from Vehicle
16415,27454,Theft from Vehicle
16416,27455,Theft from Vehicle
16417,27456,Theft from Vehicle
16418,27458,Other Theft
16419,27459,Theft from Vehicle
16420,27460,Theft from Vehicle
16421,27461,Theft from Vehicle
16422,27462,Theft from Vehicle
16423,27463,Theft from Vehicle
16424,27464,Theft from Vehicle
16425,27465,Theft from Vehicle
16426,27466,Theft from Vehicle
16427,27467,Theft from Vehicle
16429,27469,Theft from Vehicle
16430,27470,Other Theft
16431,27471,Theft from Vehicle
16433,27474,Theft from Vehicle
16434,27475,Theft from Vehicle
16435,27476,Theft from Vehicle
16436,27479,Theft from Vehicle
16437,27480,Theft from Vehicle
16438,27482,Theft from Vehicle
16439,27483,Theft from Vehicle
16440,27484,Theft from Vehicle
16441,27485,Theft from Vehicle
16442,27487,Theft from Vehicle
16443,27488,Theft from Vehicle
16445,27491,Theft from Vehicle
16446,27496,Theft from Vehicle
16447,27497,Theft from Vehicle
16448,27498,Theft from Vehicle
16449,27499,Theft from Vehicle
16450,27500,Theft from Vehicle
16451,27502,Theft from Vehicle
16452,27503,Theft from Vehicle
16453,27506,Other Theft
16454,27509,Theft from Vehicle
16455,27510,Theft from Vehicle
16456,27512,Other Theft
16457,27514,Other Theft
16458,27515,Theft from Vehicle
16460,27518,Theft from Vehicle
16461,27521,Other Theft
16462,27522,Other Theft
16463,27525,Theft from Vehicle
16464,27526,Theft from Vehicle
16466,27528,Theft from Vehicle
16467,27529,Theft from Vehicle
16468,27530,Other Theft
16473,27537,Theft from Vehicle
16476,27540,Theft from Vehicle
16477,27541,Theft from Vehicle
16478,27542,Other Theft
16479,27543,Other Theft
16480,27544,Other Theft
16481,27545,Other Theft
16482,27549,Theft from Vehicle
16483,27550,Other Theft
16484,27551,Other Theft
16486,27553,Theft from Vehicle
16487,27554,Other Theft
16488,27555,Other Theft
16489,27556,Theft from Vehicle
16490,27557,Other Theft
16491,27558,Theft from Vehicle
16492,27561,Other Theft
16493,27563,Other Theft
16494,27565,Other Theft
16495,27566,Other Theft
16497,27568,Theft from Vehicle
16498,27569,Theft from Vehicle
16499,27570,Other Theft
16500,27573,Other Theft
16501,27574,Theft from Vehicle
16502,27575,Theft from Vehicle
16503,27577,Theft from Vehicle
16504,27578,Theft from Vehicle
16505,27579,Theft from Vehicle
16506,27580,Theft from Vehicle
16507,27582,Theft from Vehicle
16508,27583,Theft from Vehicle
16509,27584,Theft from Vehicle
16510,27587,Theft from Vehicle
16512,27589,Other Theft
16513,27590,Other Theft
16514,27593,Theft from Vehicle
16515,27594,Theft from Vehicle
16516,27595,Theft from Vehicle
16517,27596,Theft from Vehicle
16518,27597,Theft from Vehicle
16519,27599,Theft from Vehicle
16520,27600,Theft from Vehicle
16521,27601,Theft from Vehicle
16522,27602,Other Theft
16523,27603,Theft from Vehicle
16524,27604,Theft from Vehicle
16525,27605,Other Theft
16526,27606,Other Theft
16527,27608,Theft from Vehicle
16528,27609,Theft from Vehicle
16529,27610,Theft from Vehicle
16530,27611,Theft from Vehicle
16531,27613,Theft from Vehicle
16532,27615,Theft from Vehicle
16533,27616,Theft from Vehicle
16534,27618,Theft from Vehicle
16535,27621,Other Theft
16536,27622,Other Theft
16538,27624,Theft from Vehicle
16539,27625,Theft from Vehicle
16540,27626,Theft from Vehicle
16541,27627,Theft from Vehicle
16542,27629,Theft from Vehicle
16543,27630,Other Theft
16544,27631,Other Theft
16545,27632,Other Theft
16546,27633,Other Theft
16547,27635,Other Theft
16548,27637,Theft from Vehicle
16549,27640,Theft from Vehicle
16550,27641,Theft from Vehicle
16551,27643,Theft from Vehicle
16552,27644,Theft from Vehicle
16553,27645,Theft from Vehicle
16554,27646,Theft from Vehicle
16555,27647,Theft from Vehicle
16556,27648,Theft from Vehicle
16557,27649,Theft from Vehicle
16558,27652,Other Theft
16559,27653,Theft from Vehicle
16560,27654,Theft from Vehicle
16561,27655,Theft from Vehicle
16562,27656,Theft from Vehicle
16563,27658,Other Theft
16564,27661,Other Theft
16565,27662,Other Theft
16566,27663,Other Theft
16567,27664,Other Theft
16568,27666,Theft from Vehicle
16569,27667,Theft from Vehicle
16570,27668,Theft from Vehicle
16571,27669,Other Theft
16572,27670,Other Theft
16573,27671,Theft from Vehicle
16574,27673,Theft from Vehicle
16575,27676,Theft from Vehicle
16576,27677,Other Theft
16577,27678,Theft from Vehicle
16578,27679,Other Theft
16579,27680,Other Theft
16580,27681,Other Theft
16581,27682,Theft from Vehicle
16582,27683,Other Theft
16583,27685,Theft from Vehicle
16584,27686,Theft from Vehicle
16585,27688,Theft from Vehicle
16586,27691,Theft from Vehicle
16587,27692,Theft from Vehicle
16588,27693,Theft from Vehicle
16589,27696,Theft from Vehicle
16590,27698,Theft from Vehicle
16591,27699,Theft from Vehicle
16592,27700,Theft from Vehicle
16593,27701,Theft from Vehicle
16594,27702,Theft from Vehicle
16595,27705,Theft from Vehicle
16596,27706,Theft from Vehicle
16597,27707,Theft from Vehicle
16598,27708,Theft from Vehicle
16599,27709,Theft from Vehicle
16600,27712,Theft from Vehicle
16601,27713,Theft from Vehicle
16602,27714,Theft from Vehicle
16603,27715,Theft from Vehicle
16604,27716,Theft from Vehicle
16605,27717,Theft from Vehicle
16606,27718,Other Theft
16607,27719,Theft from Vehicle
16608,27721,Theft from Vehicle
16610,27733,Theft from Vehicle
16611,27735,Theft from Vehicle
16612,27736,Theft from Vehicle
16613,27737,Theft from Vehicle
16614,27739,Theft from Vehicle
16615,27748,Theft from Vehicle
16616,27750,Theft from Vehicle
16617,27753,Theft from Vehicle
16618,27754,Theft from Vehicle
16619,27756,Theft from Vehicle
16620,27765,Theft from Vehicle
16621,27766,Theft from Vehicle
16622,27767,Theft from Vehicle
16623,27779,Theft from Vehicle
16626,27783,Theft from Vehicle
16627,27785,Theft from Vehicle
16628,27786,Theft from Vehicle
16629,27790,Theft from Vehicle
16637,27800,Other Theft
16641,27806,Theft from Vehicle
16642,27807,Theft from Vehicle
16644,27813,Theft from Vehicle
16646,27815,Theft from Vehicle
16647,27821,Theft from Vehicle
16648,27822,Theft from Vehicle
16650,27825,Theft from Vehicle
16651,27826,Theft from Vehicle
16652,27828,Theft from Vehicle
16653,27831,Theft from Vehicle
16654,27833,Theft from Vehicle
16655,27835,Theft from Vehicle
16656,27836,Theft from Vehicle
16658,27839,Theft from Vehicle
16659,27840,Theft from Vehicle
16662,27844,Theft from Vehicle
16663,27845,Theft from Vehicle
16665,27849,Theft from Vehicle
16669,27856,Theft from Vehicle
16670,27857,Theft from Vehicle
16671,27858,Theft from Vehicle
16672,27863,Theft from Vehicle
16674,27871,Theft from Vehicle
16675,27872,Theft from Vehicle
16676,27873,Theft from Vehicle
16677,27877,Theft from Vehicle
16678,27880,Theft from Vehicle
16679,27881,Theft from Vehicle
16680,27882,Theft from Vehicle
16681,27883,Theft from Vehicle
16682,27884,Theft from Vehicle
16683,27885,Theft from Vehicle
16684,27887,Theft from Vehicle
16685,27897,Theft from Vehicle
16686,27904,Theft from Vehicle
16687,27905,Theft from Vehicle
16688,27907,Theft from Vehicle
16689,27908,Theft from Vehicle
16690,27910,Theft from Vehicle
16691,27911,Theft from Vehicle
16692,27912,Theft from Vehicle
16693,27914,Theft from Vehicle
16694,27918,Theft from Vehicle
16695,27919,Theft from Vehicle
16696,27921,Theft from Vehicle
16697,27926,Theft from Vehicle
16698,27928,Theft from Vehicle
16699,27929,Theft from Vehicle
16700,27931,Theft from Vehicle
16701,27932,Theft from Vehicle
16702,27936,Theft from Vehicle
16703,27937,Theft from Vehicle
16704,27938,Theft from Vehicle
16705,27939,Theft from Vehicle
16706,27940,Theft from Vehicle
16707,27942,Theft from Vehicle
16708,27943,Theft from Vehicle
16709,27945,Theft from Vehicle
16710,27946,Theft from Vehicle
16711,27950,Theft from Vehicle
16712,27951,Theft from Vehicle
16713,27953,Theft from Vehicle
16714,27956,Theft from Vehicle
16715,27958,Theft from Vehicle
16716,27959,Theft from Vehicle
16717,27961,Theft from Vehicle
16718,27962,Theft from Vehicle
16719,27966,Theft from Vehicle
16720,27967,Theft from Vehicle
16721,27968,Theft from Vehicle
16722,27969,Theft from Vehicle
16723,27970,Theft from Vehicle
16724,27971,Theft from Vehicle
16725,27972,Theft from Vehicle
16726,27973,Theft from Vehicle
16727,27975,Theft from Vehicle
16728,27976,Theft from Vehicle
16729,27978,Theft from Vehicle
16730,27981,Other Theft
16731,27982,Theft from Vehicle
16732,27983,Theft from Vehicle
16733,27984,Theft from Vehicle
16735,27987,Theft from Vehicle
16738,27990,Theft from Vehicle
16739,27992,Theft from Vehicle
16740,27993,Theft from Vehicle
16741,27994,Theft from Vehicle
16742,27995,Theft from Vehicle
16743,27996,Theft from Vehicle
16744,27997,Theft from Vehicle
16745,27998,Theft from Vehicle
16746,28002,Theft from Vehicle
16747,28003,Other Theft
16748,28004,Theft from Vehicle
16749,28005,Theft from Vehicle
16750,28006,Theft from Vehicle
16751,28007,Theft from Vehicle
16752,28008,Theft from Vehicle
16753,28009,Theft from Vehicle
16754,28010,Theft from Vehicle
16755,28011,Theft from Vehicle
16756,28012,Theft from Vehicle
16757,28013,Theft from Vehicle
16758,28014,Theft from Vehicle
16759,28016,Theft from Vehicle
16760,28017,Theft from Vehicle
16761,28018,Theft from Vehicle
16762,28022,Theft from Vehicle
16763,28023,Theft from Vehicle
16764,28024,Theft from Vehicle
16765,28025,Theft from Vehicle
16766,28026,Theft from Vehicle
16767,28028,Theft from Vehicle
16768,28030,Theft from Vehicle
16769,28031,Theft from Vehicle
16770,28032,Theft from Vehicle
16772,28036,Theft from Vehicle
16773,28039,Theft from Vehicle
16774,28041,Theft from Vehicle
16775,28042,Theft from Vehicle
16776,28043,Theft from Vehicle
16778,28045,Other Theft
16779,28046,Other Theft
16781,28048,Theft from Vehicle
16782,28049,Theft from Vehicle
16783,28053,Theft from Vehicle
16784,28054,Theft from Vehicle
16785,28055,Theft from Vehicle
16786,28056,Theft from Vehicle
16787,28058,Theft from Vehicle
16791,28065,Theft from Vehicle
16792,28066,Theft from Vehicle
16793,28067,Theft from Vehicle
16795,28069,Theft from Vehicle
16797,28073,Theft from Vehicle
16801,28082,Theft from Vehicle
16805,28086,Theft from Vehicle
16806,28089,Theft from Vehicle
16808,28092,Theft from Vehicle
16810,28103,Theft from Vehicle
16811,28105,Other Theft
16813,28109,Theft from Vehicle
16815,28114,Theft from Vehicle
16817,28119,Theft from Vehicle
16818,28121,Theft from Vehicle
16819,28122,Theft from Vehicle
16820,28123,Theft from Vehicle
16821,28124,Theft from Vehicle
16822,28125,Theft from Vehicle
16823,28126,Theft from Vehicle
16827,28135,Theft from Vehicle
16828,28136,Theft from Vehicle
16829,28137,Theft from Vehicle
16830,28138,Theft from Vehicle
16831,28139,Theft from Vehicle
16832,28140,Theft from Vehicle
16833,28141,Theft from Vehicle
16834,28142,Theft from Vehicle
16835,28144,Theft from Vehicle
16836,28145,Theft from Vehicle
16837,28146,Theft from Vehicle
16838,28147,Theft from Vehicle
16839,28149,Theft from Vehicle
16840,28152,Theft from Vehicle
16841,28153,Theft from Vehicle
16842,28159,Theft from Vehicle
16843,28160,Theft from Vehicle
16844,28161,Theft from Vehicle
16848,28165,Theft from Vehicle
16849,28167,Theft from Vehicle
16850,28168,Theft from Vehicle
16851,28169,Theft from Vehicle
16852,28174,Theft from Vehicle
16853,28177,Theft from Vehicle
16854,28178,Theft from Vehicle
16855,28179,Theft from Vehicle
16857,28182,Theft from Vehicle
16858,28183,Theft from Vehicle
16859,28184,Other Theft
16860,28185,Theft from Vehicle
16861,28186,Theft from Vehicle
16864,28189,Theft from Vehicle
16865,28190,Theft from Vehicle
16869,28199,Theft from Vehicle
16870,28200,Theft from Vehicle
16871,28201,Theft from Vehicle
16873,28203,Theft from Vehicle
16874,28204,Theft from Vehicle
16875,28205,Theft from Vehicle
16876,28209,Theft from Vehicle
16877,28211,Theft from Vehicle
16878,28213,Theft from Vehicle
16879,28214,Theft from Vehicle
16881,28220,Theft from Vehicle
16882,28221,Theft from Vehicle
16883,28222,Theft from Vehicle
16885,28224,Theft from Vehicle
16886,28227,Theft from Vehicle
16893,28236,Theft from Vehicle
16895,28241,Theft from Vehicle
16896,28242,Theft from Vehicle
16898,28244,Theft from Vehicle
16899,28246,Theft from Vehicle
16900,28247,Theft from Vehicle
16901,28249,Theft from Vehicle
16902,28255,Theft from Vehicle
16903,28257,Theft from Vehicle
16904,28258,Theft from Vehicle
16905,28259,Theft from Vehicle
16906,28260,Theft from Vehicle
16907,28262,Theft from Vehicle
16908,28263,Theft from Vehicle
16909,28264,Theft from Vehicle
16910,28265,Theft from Vehicle
16911,28267,Theft from Vehicle
16912,28269,Theft from Vehicle
16913,28270,Theft from Vehicle
16914,28271,Theft from Vehicle
16915,28272,Theft from Vehicle
16916,28273,Theft from Vehicle
16917,28274,Theft from Vehicle
16918,28275,Theft from Vehicle
16919,28276,Theft from Vehicle
16920,28279,Theft from Vehicle
16921,28280,Theft from Vehicle
16922,28281,Theft from Vehicle
16923,28282,Theft from Vehicle
16924,28284,Theft from Vehicle
16925,28285,Theft from Vehicle
16926,28286,Theft from Vehicle
16927,28287,Theft from Vehicle
16928,28289,Theft from Vehicle
16931,28292,Theft from Vehicle
16933,28294,Theft from Vehicle
16934,28296,Theft from Vehicle
16935,28299,Theft from Vehicle
16936,28300,Other Theft
16937,28301,Theft from Vehicle
16938,28303,Theft from Vehicle
16939,28304,Theft from Vehicle
16940,28305,Theft from Vehicle
16944,28310,Theft from Vehicle
16945,28311,Theft from Vehicle
16947,28315,Theft from Vehicle
16948,28316,Theft from Vehicle
16949,28318,Theft from Vehicle
16950,28319,Theft from Vehicle
16951,28320,Theft from Vehicle
16952,28321,Theft from Vehicle
16953,28322,Theft from Vehicle
16955,28327,Theft from Vehicle
16956,28335,Theft from Vehicle
16957,28338,Theft from Vehicle
16958,28342,Theft from Vehicle
16959,28343,Theft from Vehicle
16960,28344,Theft from Vehicle
16961,28345,Theft from Vehicle
16962,28348,Theft from Vehicle
16964,28354,Theft from Vehicle
16965,28363,Other Theft
16966,28367,Other Theft
16967,28368,Other Theft
16968,28369,Theft from Vehicle
16969,28370,Other Theft
16970,28372,Theft from Vehicle
16972,28375,Other Theft
16973,28376,Other Theft
16974,28378,Theft from Vehicle
16975,28379,Theft from Vehicle
16976,28380,Theft from Vehicle
16977,28381,Theft from Vehicle
16978,28382,Theft from Vehicle
16979,28385,Theft from Vehicle
16980,28387,Theft from Vehicle
16982,28389,Theft from Vehicle
16983,28390,Theft from Vehicle
16984,28391,Theft from Vehicle
16986,28394,Theft from Vehicle
16987,28395,Theft from Vehicle
16988,28401,Theft from Vehicle
16989,28404,Theft from Vehicle
16991,28406,Theft from Vehicle
16992,28408,Theft from Vehicle
16993,28409,Theft from Vehicle
16995,28411,Theft from Vehicle
16996,28413,Theft from Vehicle
16997,28414,Theft from Vehicle
17000,28418,Theft from Vehicle
17001,28419,Theft from Vehicle
17002,28420,Theft from Vehicle
17003,28422,Other Theft
17004,28423,Theft from Vehicle
17005,28426,Theft from Vehicle
17006,28427,Theft from Vehicle
17007,28428,Theft from Vehicle
17008,28429,Theft from Vehicle
17009,28430,Theft from Vehicle
17010,28432,Theft from Vehicle
17011,28433,Theft from Vehicle
17012,28435,Theft from Vehicle
