
,Crime_ID,Description,DateTime,NID
44267,44267,Theft of Vehicle,"2003/4/14, 6:30",20.0
44268,44268,Theft of Vehicle,"2003/8/30, 19:0",20.0
44272,44272,Theft of Vehicle,"2003/2/3, 13:37",21.0
44273,44273,Theft of Vehicle,"2003/11/19, 20:0",21.0
44275,44275,Theft of Vehicle,"2003/2/24, 18:30",8.0
44276,44276,Theft of Vehicle,"2003/1/14, 21:30",13.0
44277,44277,Theft of Vehicle,"2003/1/14, 23:0",13.0
44278,44278,Theft of Vehicle,"2003/2/15, 16:0",13.0
44279,44279,Theft of Vehicle,"2003/10/5, 9:0",13.0
44280,44280,Theft of Vehicle,"2003/7/30, 19:0",13.0
44281,44281,Theft of Vehicle,"2003/2/28, 6:0",13.0
44282,44282,Theft of Vehicle,"2003/1/27, 16:15",7.0
44283,44283,Theft of Vehicle,"2003/12/10, 18:30",7.0
44284,44284,Theft of Vehicle,"2003/4/4, 0:1",20.0
44285,44285,Theft of Vehicle,"2003/11/8, 12:19",20.0
44286,44286,Theft of Vehicle,"2003/12/28, 11:0",20.0
44287,44287,Theft of Vehicle,"2003/1/23, 8:0",20.0
44288,44288,Theft of Vehicle,"2003/1/23, 17:0",23.0
44289,44289,Theft of Vehicle,"2003/6/16, 2:30",20.0
44290,44290,Theft of Vehicle,"2003/8/3, 23:0",20.0
44291,44291,Theft of Vehicle,"2003/5/15, 23:0",20.0
44292,44292,Theft of Vehicle,"2003/12/2, 7:30",20.0
44293,44293,Theft of Vehicle,"2003/5/28, 22:0",7.0
44294,44294,Theft of Vehicle,"2003/1/9, 7:30",6.0
44295,44295,Theft of Vehicle,"2003/2/27, 14:0",6.0
44296,44296,Theft of Vehicle,"2003/12/23, 9:54",6.0
44297,44297,Theft of Vehicle,"2003/2/1, 12:0",19.0
44298,44298,Theft of Vehicle,"2003/3/15, 11:5",19.0
44299,44299,Theft of Vehicle,"2003/5/2, 20:0",19.0
44300,44300,Theft of Vehicle,"2003/7/4, 12:0",19.0
44301,44301,Theft of Vehicle,"2003/10/18, 23:0",19.0
44302,44302,Theft of Vehicle,"2003/10/10, 15:0",19.0
44303,44303,Theft of Vehicle,"2003/2/8, 8:45",19.0
44304,44304,Theft of Vehicle,"2003/10/8, 6:15",19.0
44305,44305,Theft of Vehicle,"2003/10/6, 1:30",15.0
44306,44306,Theft of Vehicle,"2003/8/30, 3:0",15.0
44307,44307,Theft of Vehicle,"2003/1/7, 5:0",13.0
44308,44308,Theft of Vehicle,"2003/1/8, 15:0",13.0
44309,44309,Theft of Vehicle,"2003/1/20, 12:0",13.0
44310,44310,Theft of Vehicle,"2003/12/6, 22:45",13.0
44311,44311,Theft of Vehicle,"2003/2/16, 1:0",13.0
44312,44312,Theft of Vehicle,"2003/11/7, 21:0",13.0
44313,44313,Theft of Vehicle,"2003/6/22, 3:0",13.0
44314,44314,Theft of Vehicle,"2003/8/11, 21:0",13.0
44315,44315,Theft of Vehicle,"2003/6/23, 22:0",13.0
44316,44316,Theft of Vehicle,"2003/9/27, 4:38",13.0
44317,44317,Theft of Vehicle,"2003/1/6, 13:0",13.0
44318,44318,Theft of Vehicle,"2003/7/16, 12:0",13.0
44319,44319,Theft of Vehicle,"2003/4/11, 23:0",13.0
44320,44320,Theft of Vehicle,"2003/9/28, 19:0",13.0
44321,44321,Theft of Vehicle,"2003/3/20, 19:8",13.0
44322,44322,Theft of Vehicle,"2003/7/28, 12:0",13.0
44323,44323,Theft of Vehicle,"2003/7/28, 21:30",13.0
44324,44324,Theft of Vehicle,"2003/6/16, 15:0",6.0
44325,44325,Theft of Vehicle,"2003/9/1, 0:30",6.0
44326,44326,Theft of Vehicle,"2003/11/3, 17:30",6.0
44327,44327,Theft of Vehicle,"2003/7/4, 19:30",6.0
44328,44328,Theft of Vehicle,"2003/9/27, 0:30",6.0
44329,44329,Theft of Vehicle,"2003/2/14, 12:39",6.0
44330,44330,Theft of Vehicle,"2003/6/17, 12:0",6.0
44331,44331,Theft of Vehicle,"2003/2/26, 6:40",6.0
44337,44337,Theft of Vehicle,"2003/5/31, 23:0",19.0
44339,44339,Theft of Vehicle,"2003/12/5, 16:0",13.0
44340,44340,Theft of Vehicle,"2003/6/4, 12:0",21.0
44341,44341,Theft of Vehicle,"2003/7/14, 6:30",21.0
44342,44342,Theft of Vehicle,"2003/4/5, 22:33",21.0
44343,44343,Theft of Vehicle,"2003/1/27, 16:0",13.0
44344,44344,Theft of Vehicle,"2003/12/25, 2:0",21.0
44345,44345,Theft of Vehicle,"2003/8/28, 15:30",21.0
44346,44346,Theft of Vehicle,"2003/5/8, 16:0",13.0
44347,44347,Theft of Vehicle,"2003/7/12, 20:30",13.0
44348,44348,Theft of Vehicle,"2003/11/30, 15:30",13.0
44350,44350,Theft of Vehicle,"2003/12/1, 15:0",13.0
44351,44351,Theft of Vehicle,"2003/12/1, 12:0",13.0
44352,44352,Theft of Vehicle,"2003/3/6, 23:0",11.0
44353,44353,Theft of Vehicle,"2003/5/3, 19:30",21.0
44354,44354,Theft of Vehicle,"2003/2/15, 7:30",13.0
44355,44355,Theft of Vehicle,"2003/8/30, 0:1",13.0
44356,44356,Theft of Vehicle,"2003/11/9, 16:30",13.0
44358,44358,Theft of Vehicle,"2003/4/25, 0:0",21.0
44359,44359,Theft of Vehicle,"2003/3/16, 20:1",21.0
44360,44360,Theft of Vehicle,"2003/11/26, 18:30",21.0
44361,44361,Theft of Vehicle,"2003/6/4, 19:0",11.0
44362,44362,Theft of Vehicle,"2003/1/20, 6:0",21.0
44363,44363,Theft of Vehicle,"2003/5/23, 22:0",21.0
44364,44364,Theft of Vehicle,"2003/7/18, 19:30",21.0
44365,44365,Theft of Vehicle,"2003/10/4, 20:15",21.0
44366,44366,Theft of Vehicle,"2003/11/13, 19:30",21.0
44367,44367,Theft of Vehicle,"2003/6/24, 20:0",13.0
44368,44368,Theft of Vehicle,"2003/1/15, 15:0",21.0
44369,44369,Theft of Vehicle,"2003/3/18, 16:0",21.0
44370,44370,Theft of Vehicle,"2003/11/28, 19:30",21.0
44371,44371,Theft of Vehicle,"2003/12/21, 21:30",21.0
44372,44372,Theft of Vehicle,"2003/1/23, 20:0",13.0
44373,44373,Theft of Vehicle,"2003/6/20, 18:0",21.0
44374,44374,Theft of Vehicle,"2003/8/12, 17:45",21.0
44375,44375,Theft of Vehicle,"2003/6/27, 18:0",21.0
44376,44376,Theft of Vehicle,"2003/11/6, 22:0",10.0
44377,44377,Theft of Vehicle,"2003/11/20, 17:0",13.0
44378,44378,Theft of Vehicle,"2003/8/4, 16:0",21.0
44379,44379,Theft of Vehicle,"2003/4/28, 18:30",13.0
44380,44380,Theft of Vehicle,"2003/8/2, 22:0",11.0
44381,44381,Theft of Vehicle,"2003/3/6, 22:0",13.0
44382,44382,Theft of Vehicle,"2003/10/16, 17:15",13.0
44383,44383,Theft of Vehicle,"2003/2/17, 0:30",13.0
44384,44384,Theft of Vehicle,"2003/7/30, 20:0",13.0
44385,44385,Theft of Vehicle,"2003/7/4, 18:0",13.0
44386,44386,Theft of Vehicle,"2003/12/24, 18:36",21.0
44387,44387,Theft of Vehicle,"2003/5/18, 10:30",21.0
44388,44388,Theft of Vehicle,"2003/10/23, 17:0",21.0
44389,44389,Theft of Vehicle,"2003/11/22, 13:15",21.0
44390,44390,Theft of Vehicle,"2003/10/26, 2:0",13.0
44391,44391,Theft of Vehicle,"2003/1/19, 22:0",13.0
44393,44393,Theft of Vehicle,"2003/12/13, 0:0",13.0
44396,44396,Theft of Vehicle,"2003/2/28, 10:30",11.0
44397,44397,Theft of Vehicle,"2003/5/10, 17:30",21.0
44398,44398,Theft of Vehicle,"2003/1/7, 11:0",13.0
44399,44399,Theft of Vehicle,"2003/8/18, 22:0",11.0
44400,44400,Theft of Vehicle,"2003/1/6, 21:0",11.0
44401,44401,Theft of Vehicle,"2003/1/14, 21:20",11.0
44402,44402,Theft of Vehicle,"2003/12/9, 8:0",11.0
44403,44403,Theft of Vehicle,"2003/6/11, 17:30",11.0
44404,44404,Theft of Vehicle,"2003/10/23, 19:0",11.0
44405,44405,Theft of Vehicle,"2003/10/23, 22:30",11.0
44406,44406,Theft of Vehicle,"2003/8/31, 6:45",11.0
44407,44407,Theft of Vehicle,"2003/10/21, 5:15",11.0
44408,44408,Theft of Vehicle,"2003/10/4, 18:0",11.0
44410,44410,Theft of Vehicle,"2003/1/9, 13:16",13.0
44411,44411,Theft of Vehicle,"2003/7/30, 17:30",13.0
44412,44412,Theft of Vehicle,"2003/1/27, 20:0",13.0
44413,44413,Theft of Vehicle,"2003/2/15, 19:0",13.0
44414,44414,Theft of Vehicle,"2003/3/5, 14:30",13.0
44415,44415,Theft of Vehicle,"2003/4/5, 22:30",13.0
44416,44416,Theft of Vehicle,"2003/9/15, 18:30",13.0
44417,44417,Theft of Vehicle,"2003/6/6, 22:30",13.0
44418,44418,Theft of Vehicle,"2003/10/9, 20:30",13.0
44419,44419,Theft of Vehicle,"2003/11/3, 11:0",13.0
44420,44420,Theft of Vehicle,"2003/6/13, 22:0",13.0
44421,44421,Theft of Vehicle,"2003/4/18, 11:0",13.0
44422,44422,Theft of Vehicle,"2003/2/24, 1:0",13.0
44423,44423,Theft of Vehicle,"2003/7/22, 7:30",13.0
44424,44424,Theft of Vehicle,"2003/3/3, 9:0",13.0
44425,44425,Theft of Vehicle,"2003/2/9, 17:30",13.0
44426,44426,Theft of Vehicle,"2003/7/1, 3:0",13.0
44427,44427,Theft of Vehicle,"2003/5/5, 23:0",13.0
44428,44428,Theft of Vehicle,"2003/2/12, 21:0",13.0
44429,44429,Theft of Vehicle,"2003/2/12, 21:30",13.0
44430,44430,Theft of Vehicle,"2003/2/27, 16:0",13.0
44431,44431,Theft of Vehicle,"2003/12/8, 22:30",13.0
44432,44432,Theft of Vehicle,"2003/1/22, 17:30",13.0
44433,44433,Theft of Vehicle,"2003/4/5, 13:35",13.0
44434,44434,Theft of Vehicle,"2003/5/7, 14:0",13.0
44435,44435,Theft of Vehicle,"2003/12/20, 19:15",13.0
44436,44436,Theft of Vehicle,"2003/12/18, 2:0",13.0
44437,44437,Theft of Vehicle,"2003/2/21, 0:1",13.0
44438,44438,Theft of Vehicle,"2003/11/25, 18:30",13.0
44439,44439,Theft of Vehicle,"2003/10/31, 19:0",13.0
44440,44440,Theft of Vehicle,"2003/2/25, 23:59",13.0
44441,44441,Theft of Vehicle,"2003/3/5, 1:30",13.0
44442,44442,Theft of Vehicle,"2003/4/2, 21:0",13.0
44443,44443,Theft of Vehicle,"2003/12/17, 19:0",13.0
44444,44444,Theft of Vehicle,"2003/12/19, 10:58",13.0
44445,44445,Theft of Vehicle,"2003/2/7, 20:0",13.0
44446,44446,Theft of Vehicle,"2003/2/14, 21:30",13.0
44447,44447,Theft of Vehicle,"2003/6/20, 15:0",13.0
44448,44448,Theft of Vehicle,"2003/9/27, 0:1",13.0
44449,44449,Theft of Vehicle,"2003/10/27, 19:0",13.0
44450,44450,Theft of Vehicle,"2003/12/7, 21:0",13.0
44451,44451,Theft of Vehicle,"2003/12/17, 18:30",13.0
44452,44452,Theft of Vehicle,"2003/5/30, 19:0",13.0
44453,44453,Theft of Vehicle,"2003/7/21, 13:0",13.0
44454,44454,Theft of Vehicle,"2003/6/25, 0:15",13.0
44455,44455,Theft of Vehicle,"2003/1/23, 18:0",13.0
44456,44456,Theft of Vehicle,"2003/6/8, 22:0",13.0
44457,44457,Theft of Vehicle,"2003/6/9, 21:0",13.0
44458,44458,Theft of Vehicle,"2003/12/13, 12:0",13.0
44459,44459,Theft of Vehicle,"2003/3/6, 22:30",13.0
44460,44460,Theft of Vehicle,"2003/3/16, 18:0",13.0
44461,44461,Theft of Vehicle,"2003/11/17, 9:0",13.0
44462,44462,Theft of Vehicle,"2003/4/28, 22:0",13.0
44463,44463,Theft of Vehicle,"2003/4/12, 6:0",13.0
44464,44464,Theft of Vehicle,"2003/5/13, 20:0",13.0
44465,44465,Theft of Vehicle,"2003/11/22, 21:30",13.0
44466,44466,Theft of Vehicle,"2003/10/23, 18:0",13.0
44467,44467,Theft of Vehicle,"2003/10/27, 18:30",13.0
44468,44468,Theft of Vehicle,"2003/7/15, 13:0",13.0
44469,44469,Theft of Vehicle,"2003/10/25, 18:0",13.0
44470,44470,Theft of Vehicle,"2003/3/21, 20:0",13.0
44471,44471,Theft of Vehicle,"2003/10/23, 21:0",13.0
44472,44472,Theft of Vehicle,"2003/12/29, 18:0",13.0
44473,44473,Theft of Vehicle,"2003/3/29, 18:0",13.0
44474,44474,Theft of Vehicle,"2003/6/7, 20:0",13.0
44475,44475,Theft of Vehicle,"2003/4/14, 2:0",13.0
44476,44476,Theft of Vehicle,"2003/5/2, 15:40",13.0
44477,44477,Theft of Vehicle,"2003/10/12, 22:30",13.0
44478,44478,Theft of Vehicle,"2003/6/25, 22:0",13.0
44479,44479,Theft of Vehicle,"2003/7/15, 15:25",13.0
44480,44480,Theft of Vehicle,"2003/1/3, 11:45",13.0
44481,44481,Theft of Vehicle,"2003/11/15, 16:0",13.0
44482,44482,Theft of Vehicle,"2003/3/3, 23:0",13.0
44483,44483,Theft of Vehicle,"2003/7/8, 21:0",13.0
44484,44484,Theft of Vehicle,"2003/10/1, 1:0",13.0
44485,44485,Theft of Vehicle,"2003/3/26, 8:18",13.0
44486,44486,Theft of Vehicle,"2003/11/17, 20:0",13.0
44487,44487,Theft of Vehicle,"2003/11/14, 15:0",13.0
44488,44488,Theft of Vehicle,"2003/11/17, 18:0",13.0
44489,44489,Theft of Vehicle,"2003/9/25, 17:30",13.0
44490,44490,Theft of Vehicle,"2003/6/1, 21:0",13.0
44491,44491,Theft of Vehicle,"2003/6/19, 10:10",13.0
44492,44492,Theft of Vehicle,"2003/4/10, 12:45",13.0
44493,44493,Theft of Vehicle,"2003/1/27, 19:0",13.0
44494,44494,Theft of Vehicle,"2003/12/23, 17:0",13.0
44495,44495,Theft of Vehicle,"2003/2/1, 1:0",13.0
44496,44496,Theft of Vehicle,"2003/9/28, 15:0",13.0
44497,44497,Theft of Vehicle,"2003/10/24, 14:30",13.0
44498,44498,Theft of Vehicle,"2003/10/29, 12:0",13.0
44499,44499,Theft of Vehicle,"2003/10/30, 19:30",13.0
44500,44500,Theft of Vehicle,"2003/12/6, 19:0",13.0
44501,44501,Theft of Vehicle,"2003/11/8, 17:30",13.0
44502,44502,Theft of Vehicle,"2003/3/3, 10:0",13.0
44503,44503,Theft of Vehicle,"2003/2/1, 15:0",13.0
44504,44504,Theft of Vehicle,"2003/11/10, 11:45",13.0
44505,44505,Theft of Vehicle,"2003/6/16, 21:0",13.0
44506,44506,Theft of Vehicle,"2003/12/1, 19:0",13.0
44507,44507,Theft of Vehicle,"2003/10/14, 15:0",21.0
44508,44508,Theft of Vehicle,"2003/6/12, 17:0",13.0
44509,44509,Theft of Vehicle,"2003/1/23, 20:30",13.0
44510,44510,Theft of Vehicle,"2003/12/16, 4:30",13.0
44511,44511,Theft of Vehicle,"2003/4/9, 11:38",13.0
44512,44512,Theft of Vehicle,"2003/8/20, 10:57",13.0
44518,44518,Theft of Vehicle,"2003/9/25, 20:30",23.0
44519,44519,Theft of Vehicle,"2003/7/30, 20:45",23.0
44520,44520,Theft of Vehicle,"2003/10/23, 0:0",23.0
44521,44521,Theft of Vehicle,"2003/3/9, 17:30",23.0
44522,44522,Theft of Vehicle,"2003/2/8, 19:0",23.0
44523,44523,Theft of Vehicle,"2003/2/25, 2:0",23.0
44524,44524,Theft of Vehicle,"2003/9/27, 22:0",23.0
44525,44525,Theft of Vehicle,"2003/2/18, 19:0",23.0
44528,44528,Theft of Vehicle,"2003/6/24, 21:30",23.0
44529,44529,Theft of Vehicle,"2003/8/29, 16:30",23.0
44530,44530,Theft of Vehicle,"2003/10/8, 12:30",23.0
44541,44541,Theft of Vehicle,"2003/11/11, 21:0",8.0
44542,44542,Theft of Vehicle,"2003/6/3, 16:47",7.0
44543,44543,Theft of Vehicle,"2003/11/28, 10:30",23.0
44544,44544,Theft of Vehicle,"2003/2/1, 10:0",23.0
44547,44547,Theft of Vehicle,"2003/3/12, 19:15",20.0
44548,44548,Theft of Vehicle,"2003/3/26, 20:0",14.0
44549,44549,Theft of Vehicle,"2003/11/11, 17:0",14.0
44550,44550,Theft of Vehicle,"2003/4/5, 0:0",14.0
44551,44551,Theft of Vehicle,"2003/5/23, 23:0",14.0
44552,44552,Theft of Vehicle,"2003/9/22, 21:0",14.0
44553,44553,Theft of Vehicle,"2003/7/28, 21:0",9.0
44554,44554,Theft of Vehicle,"2003/9/15, 5:0",9.0
44555,44555,Theft of Vehicle,"2003/12/18, 21:0",9.0
44556,44556,Theft of Vehicle,"2003/3/25, 1:0",9.0
44557,44557,Theft of Vehicle,"2003/11/21, 19:0",9.0
44558,44558,Theft of Vehicle,"2003/3/12, 22:30",9.0
44559,44559,Theft of Vehicle,"2003/12/7, 20:0",9.0
44560,44560,Theft of Vehicle,"2003/9/1, 21:30",9.0
44561,44561,Theft of Vehicle,"2003/10/26, 20:0",9.0
44562,44562,Theft of Vehicle,"2003/9/13, 14:45",21.0
44563,44563,Theft of Vehicle,"2003/5/10, 22:50",21.0
44564,44564,Theft of Vehicle,"2003/6/1, 22:45",21.0
44565,44565,Theft of Vehicle,"2003/3/22, 13:0",21.0
44566,44566,Theft of Vehicle,"2003/4/17, 23:30",21.0
44567,44567,Theft of Vehicle,"2003/12/1, 0:0",14.0
44568,44568,Theft of Vehicle,"2003/12/4, 18:0",14.0
44569,44569,Theft of Vehicle,"2003/9/11, 14:30",14.0
44570,44570,Theft of Vehicle,"2003/1/6, 18:0",14.0
44571,44571,Theft of Vehicle,"2003/1/3, 16:45",20.0
44572,44572,Theft of Vehicle,"2003/4/5, 22:0",20.0
44573,44573,Theft of Vehicle,"2003/10/12, 3:13",20.0
44574,44574,Theft of Vehicle,"2003/1/30, 18:10",20.0
44575,44575,Theft of Vehicle,"2003/7/13, 16:30",20.0
44576,44576,Theft of Vehicle,"2003/1/4, 20:0",20.0
44577,44577,Theft of Vehicle,"2003/4/12, 0:0",20.0
44578,44578,Theft of Vehicle,"2003/10/26, 10:30",20.0
44581,44581,Theft of Vehicle,"2003/2/12, 15:0",23.0
44582,44582,Theft of Vehicle,"2003/3/5, 17:0",23.0
44584,44584,Theft of Vehicle,"2003/6/12, 12:0",14.0
44591,44591,Theft of Vehicle,"2003/12/26, 12:0",20.0
44604,44604,Theft of Vehicle,"2003/8/2, 15:30",20.0
44605,44605,Theft of Vehicle,"2003/9/2, 12:30",20.0
44606,44606,Theft of Vehicle,"2003/3/20, 18:0",23.0
44607,44607,Theft of Vehicle,"2003/10/13, 21:0",20.0
44608,44608,Theft of Vehicle,"2003/10/26, 20:0",20.0
44609,44609,Theft of Vehicle,"2003/12/10, 8:0",20.0
44610,44610,Theft of Vehicle,"2003/11/13, 2:0",9.0
44611,44611,Theft of Vehicle,"2003/6/3, 17:0",9.0
44612,44612,Theft of Vehicle,"2003/6/30, 15:29",9.0
44613,44613,Theft of Vehicle,"2003/7/14, 12:0",9.0
44614,44614,Theft of Vehicle,"2003/9/4, 18:0",9.0
44615,44615,Theft of Vehicle,"2003/9/12, 0:0",9.0
44616,44616,Theft of Vehicle,"2003/4/13, 18:0",9.0
44617,44617,Theft of Vehicle,"2003/1/17, 0:0",9.0
44618,44618,Theft of Vehicle,"2003/11/9, 1:0",8.0
44619,44619,Theft of Vehicle,"2003/5/12, 14:0",20.0
44620,44620,Theft of Vehicle,"2003/11/20, 7:30",8.0
44625,44625,Theft of Vehicle,"2003/2/28, 19:0",23.0
44626,44626,Theft of Vehicle,"2003/7/22, 22:30",23.0
44627,44627,Theft of Vehicle,"2003/12/16, 22:15",8.0
44629,44629,Theft of Vehicle,"2003/2/19, 18:15",20.0
44644,44644,Theft of Vehicle,"2003/6/24, 18:40",7.0
44645,44645,Theft of Vehicle,"2003/6/22, 21:0",7.0
44657,44657,Theft of Vehicle,"2003/5/24, 0:0",13.0
44658,44658,Theft of Vehicle,"2003/10/22, 3:0",13.0
44659,44659,Theft of Vehicle,"2003/2/4, 16:0",23.0
44660,44660,Theft of Vehicle,"2003/9/4, 23:0",6.0
44661,44661,Theft of Vehicle,"2003/9/10, 23:0",6.0
44662,44662,Theft of Vehicle,"2003/8/31, 22:0",19.0
44663,44663,Theft of Vehicle,"2003/9/3, 22:0",19.0
44664,44664,Theft of Vehicle,"2003/4/14, 15:0",6.0
44665,44665,Theft of Vehicle,"2003/1/30, 22:0",19.0
44666,44666,Theft of Vehicle,"2003/9/5, 5:30",19.0
44667,44667,Theft of Vehicle,"2003/2/10, 10:50",19.0
44668,44668,Theft of Vehicle,"2003/1/19, 21:30",19.0
44669,44669,Theft of Vehicle,"2003/5/24, 2:0",19.0
44670,44670,Theft of Vehicle,"2003/1/14, 9:40",19.0
44671,44671,Theft of Vehicle,"2003/7/2, 20:0",15.0
44672,44672,Theft of Vehicle,"2003/1/4, 12:30",15.0
44673,44673,Theft of Vehicle,"2003/7/27, 18:0",15.0
44674,44674,Theft of Vehicle,"2003/9/2, 20:0",15.0
44675,44675,Theft of Vehicle,"2003/9/2, 19:30",13.0
44676,44676,Theft of Vehicle,"2003/7/15, 22:45",13.0
44677,44677,Theft of Vehicle,"2003/5/15, 2:53",13.0
44678,44678,Theft of Vehicle,"2003/7/8, 0:30",13.0
44679,44679,Theft of Vehicle,"2003/8/31, 0:30",13.0
44680,44680,Theft of Vehicle,"2003/8/17, 22:0",13.0
44681,44681,Theft of Vehicle,"2003/3/11, 20:49",6.0
44682,44682,Theft of Vehicle,"2003/8/5, 12:20",6.0
44683,44683,Theft of Vehicle,"2003/9/16, 22:0",6.0
44684,44684,Theft of Vehicle,"2003/10/12, 22:0",6.0
44685,44685,Theft of Vehicle,"2003/12/8, 16:15",6.0
44686,44686,Theft of Vehicle,"2003/1/10, 7:30",6.0
44687,44687,Theft of Vehicle,"2003/1/2, 7:39",6.0
44688,44688,Theft of Vehicle,"2003/5/21, 15:30",6.0
44689,44689,Theft of Vehicle,"2003/9/16, 18:0",6.0
44690,44690,Theft of Vehicle,"2003/3/24, 7:15",6.0
44691,44691,Theft of Vehicle,"2003/12/16, 13:0",6.0
44692,44692,Theft of Vehicle,"2003/6/17, 14:10",6.0
44693,44693,Theft of Vehicle,"2003/11/8, 15:10",6.0
44695,44695,Theft of Vehicle,"2003/1/12, 14:0",19.0
44699,44699,Theft of Vehicle,"2003/3/1, 22:0",8.0
44700,44700,Theft of Vehicle,"2003/6/2, 22:0",13.0
44701,44701,Theft of Vehicle,"2003/9/7, 0:10",13.0
44702,44702,Theft of Vehicle,"2003/9/10, 14:0",13.0
44703,44703,Theft of Vehicle,"2003/11/11, 12:0",13.0
44705,44705,Theft of Vehicle,"2003/6/4, 12:0",14.0
44706,44706,Theft of Vehicle,"2003/8/27, 0:30",14.0
44707,44707,Theft of Vehicle,"2003/4/4, 19:0",14.0
44713,44713,Theft of Vehicle,"2003/12/28, 12:30",23.0
44714,44714,Theft of Vehicle,"2003/3/26, 20:0",23.0
44728,44728,Theft of Vehicle,"2003/2/10, 17:15",23.0
44729,44729,Theft of Vehicle,"2003/4/14, 17:0",23.0
44730,44730,Theft of Vehicle,"2003/9/28, 1:0",23.0
44731,44731,Theft of Vehicle,"2003/10/1, 22:30",23.0
44732,44732,Theft of Vehicle,"2003/4/25, 20:30",8.0
44733,44733,Theft of Vehicle,"2003/7/9, 7:0",23.0
44734,44734,Theft of Vehicle,"2003/3/25, 8:0",7.0
44735,44735,Theft of Vehicle,"2003/2/5, 11:0",23.0
44736,44736,Theft of Vehicle,"2003/11/22, 21:0",23.0
44738,44738,Theft of Vehicle,"2003/3/6, 0:30",14.0
44739,44739,Theft of Vehicle,"2003/3/11, 22:0",14.0
44740,44740,Theft of Vehicle,"2003/10/27, 18:30",14.0
44741,44741,Theft of Vehicle,"2003/7/15, 8:0",14.0
44742,44742,Theft of Vehicle,"2003/2/11, 20:0",9.0
44743,44743,Theft of Vehicle,"2003/3/27, 22:30",9.0
44744,44744,Theft of Vehicle,"2003/9/14, 4:30",9.0
44745,44745,Theft of Vehicle,"2003/5/9, 0:0",9.0
44746,44746,Theft of Vehicle,"2003/9/6, 11:0",9.0
44747,44747,Theft of Vehicle,"2003/1/10, 19:0",9.0
44748,44748,Theft of Vehicle,"2003/7/24, 12:15",9.0
44749,44749,Theft of Vehicle,"2003/3/4, 22:30",9.0
44750,44750,Theft of Vehicle,"2003/2/2, 18:0",9.0
44751,44751,Theft of Vehicle,"2003/4/18, 15:0",21.0
44752,44752,Theft of Vehicle,"2003/12/25, 2:0",21.0
44753,44753,Theft of Vehicle,"2003/9/12, 22:30",21.0
44754,44754,Theft of Vehicle,"2003/4/29, 8:30",14.0
44755,44755,Theft of Vehicle,"2003/3/28, 1:0",14.0
44756,44756,Theft of Vehicle,"2003/1/30, 21:0",14.0
44757,44757,Theft of Vehicle,"2003/12/21, 19:0",14.0
44758,44758,Theft of Vehicle,"2003/7/22, 20:0",14.0
44759,44759,Theft of Vehicle,"2003/4/27, 17:0",14.0
44760,44760,Theft of Vehicle,"2003/8/8, 5:0",21.0
44761,44761,Theft of Vehicle,"2003/10/9, 21:0",9.0
44762,44762,Theft of Vehicle,"2003/12/10, 7:0",20.0
44763,44763,Theft of Vehicle,"2003/11/22, 16:0",23.0
44767,44767,Theft of Vehicle,"2003/4/4, 17:30",14.0
44784,44784,Theft of Vehicle,"2003/12/15, 23:15",23.0
44785,44785,Theft of Vehicle,"2003/9/3, 8:15",23.0
44786,44786,Theft of Vehicle,"2003/7/5, 17:30",9.0
44787,44787,Theft of Vehicle,"2003/7/22, 20:30",9.0
44788,44788,Theft of Vehicle,"2003/5/6, 19:0",9.0
44789,44789,Theft of Vehicle,"2003/2/5, 20:45",6.0
44790,44790,Theft of Vehicle,"2003/9/28, 14:0",6.0
44791,44791,Theft of Vehicle,"2003/12/24, 23:30",8.0
44792,44792,Theft of Vehicle,"2003/11/20, 23:30",20.0
44795,44795,Theft of Vehicle,"2003/7/9, 18:0",23.0
44796,44796,Theft of Vehicle,"2003/7/20, 20:0",23.0
44797,44797,Theft of Vehicle,"2003/1/4, 18:0",8.0
44799,44799,Theft of Vehicle,"2003/10/15, 7:55",20.0
44823,44823,Theft of Vehicle,"2003/12/9, 22:30",9.0
44824,44824,Theft of Vehicle,"2003/1/5, 21:30",7.0
44839,44839,Theft of Vehicle,"2003/4/3, 23:59",20.0
44840,44840,Theft of Vehicle,"2003/2/17, 0:0",13.0
44841,44841,Theft of Vehicle,"2003/12/28, 15:0",13.0
44842,44842,Theft of Vehicle,"2003/3/17, 21:0",13.0
44843,44843,Theft of Vehicle,"2003/3/2, 0:59",13.0
44844,44844,Theft of Vehicle,"2003/6/17, 14:0",13.0
44845,44845,Theft of Vehicle,"2003/1/6, 21:30",13.0
44846,44846,Theft of Vehicle,"2003/5/21, 10:0",20.0
44847,44847,Theft of Vehicle,"2003/6/30, 15:0",20.0
44848,44848,Theft of Vehicle,"2003/12/30, 21:30",20.0
44849,44849,Theft of Vehicle,"2003/3/25, 21:0",23.0
44850,44850,Theft of Vehicle,"2003/5/27, 21:30",20.0
44851,44851,Theft of Vehicle,"2003/6/20, 22:0",7.0
44852,44852,Theft of Vehicle,"2003/7/6, 19:0",6.0
44853,44853,Theft of Vehicle,"2003/6/3, 13:30",6.0
44854,44854,Theft of Vehicle,"2003/2/2, 22:30",6.0
44855,44855,Theft of Vehicle,"2003/3/14, 15:20",6.0
44856,44856,Theft of Vehicle,"2003/11/22, 20:30",6.0
44857,44857,Theft of Vehicle,"2003/2/23, 12:30",6.0
44858,44858,Theft of Vehicle,"2003/7/30, 21:15",19.0
